,Mileage,EngineV,log_price,Brand_BMW,Brand_Mercedes-Benz,Brand_Mitsubishi,Brand_Renault,Brand_Toyota,Brand_Volkswagen,Body_hatch,Body_other,Body_sedan,Body_vagon,Body_van,Engine Type_Gas,Engine Type_Other,Engine Type_Petrol,Registration_yes
32,300,2.8,8.699514748210191,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
33,1,2.5,11.119882876860622,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
34,14,1.8,10.431170293368542,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
35,230,2.15,9.190137664658664,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
36,86,5.5,11.05089000537367,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
37,326,2.8,8.948975607841776,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
38,30,2.2,9.169518377455928,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
39,181,2.4,9.457200449907708,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
40,80,3.0,10.621327345686446,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
41,231,2.5,8.216088098632316,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
42,134,5.0,10.292145542327912,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
43,335,2.8,8.779557455883728,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
44,66,1.5,9.017968479328726,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
45,172,3.5,9.878169744551839,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
46,317,5.0,9.51044496442652,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
47,266,2.2,9.126958763037132,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
48,265,2.0,8.517193191416238,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
49,162,4.8,10.081633737919603,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
50,81,3.0,10.515966830028619,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
51,253,1.8,9.093806555720231,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
52,200,1.9,8.961879012677683,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
53,270,1.8,7.408530566894626,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
54,240,3.5,10.819778284410283,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
55,245,2.0,9.179881164491475,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
56,127,2.2,9.21024036697585,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
57,21,3.0,11.156236235215168,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
58,152,1.6,8.779557455883728,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
59,267,1.9,8.366370301681654,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
60,267,2.5,8.006367567650246,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
61,240,2.2,9.071078304642676,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
62,178,2.0,9.104979856318357,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
63,190,1.8,9.923290179832307,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
64,175,3.0,9.104979856318357,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
65,105,1.8,9.503009985939002,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
66,195,1.9,8.216088098632316,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
67,126,2.0,9.195226734166134,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
68,420,2.0,8.216088098632316,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
69,195,4.0,9.6614159913364,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
70,180,2.2,10.106428396532818,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
71,195,1.6,8.922658299524402,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
72,231,2.5,9.39182824802156,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
73,51,1.4,9.525771357380366,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True
74,287,2.5,9.011889433252344,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
75,222,1.5,8.85352256068954,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
76,214,1.5,8.817297783866575,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
77,245,3.0,9.825526011066415,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
78,83,2.0,9.567944883732848,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
79,210,3.2,10.257659366256743,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
80,89,3.8,9.740968623038354,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
81,130,4.7,10.154246270883311,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
82,333,2.5,7.882314918980268,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
83,116,1.5,9.047821442478408,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
84,405,2.0,8.294049640102028,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
85,131,1.5,9.305650551780507,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
86,138,2.0,9.581903928408666,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
87,50,2.5,8.318498320504338,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
88,1,2.0,10.357742824813725,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
89,207,1.5,8.411832675758411,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
90,207,1.9,8.809862805379057,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
91,31,2.4,9.94270826568941,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
92,0,2.98,11.58987724680423,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
93,334,2.0,8.160518247477505,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
94,18,1.8,10.571316925111784,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
95,150,4.7,9.51044496442652,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
96,175,1.6,8.724207360800564,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
97,76,4.4,10.725467604939041,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
98,295,2.0,8.496990484098719,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
99,5,2.0,10.757902880692196,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
100,190,2.7,9.862665558015873,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
101,119,2.4,9.314700387300425,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
102,139,1.5,9.011889433252344,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
103,235,2.0,9.239899174217728,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
104,210,1.1,9.39182824802156,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
105,33,2.0,10.753638481905739,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
106,260,1.8,7.313220387090301,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
107,156,4.4,8.756210091886738,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
108,155,1.5,9.093806555720231,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
109,160,3.0,9.449357272446683,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
110,207,1.6,8.987196820661973,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
111,63,4.0,10.292145542327912,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
112,208,1.5,8.867850063029406,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
113,103,2.5,9.291920358968605,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
114,57,2.0,10.203592144986466,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
115,64,2.0,9.803667217253917,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
116,137,5.0,10.203592144986466,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
117,300,2.2,9.103868127465667,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
118,82,2.7,10.401227936753463,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
119,163,4.8,10.146433731146518,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
120,153,2.0,9.093806555720231,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
121,190,3.0,9.388486557359657,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
122,125,2.2,10.030120203469494,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
123,165,2.2,9.472704636443673,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
124,60,2.0,10.126631103850338,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
125,119,4.0,10.19988156558993,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
126,0,2.2,11.382554786308235,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
127,200,2.0,8.699514748210191,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
128,257,2.5,9.190137664658664,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
129,197,2.0,9.539644119118783,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
130,164,2.5,9.409191230721348,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
131,205,2.7,9.51044496442652,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
132,200,4.8,9.803667217253917,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
133,200,3.0,10.404262840448617,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
134,145,1.4,9.735068900911164,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
135,110,1.8,9.998797732340453,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
136,195,3.2,9.277999020449997,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
137,226,2.2,8.961879012677683,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
138,184,1.8,9.75846178048587,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
139,16,3.0,11.156250521031495,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
140,118,1.4,7.696212639346407,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
141,256,2.2,9.093806555720231,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
142,33,1.6,10.360912399575003,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
143,168,1.9,8.974618038455112,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
144,97,3.5,10.257659366256743,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
145,140,1.5,8.83927669058535,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
146,280,2.5,9.088172738001974,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
147,164,1.4,8.039157390473237,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
148,250,2.5,9.093806555720231,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
149,130,1.4,8.716044050161402,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
150,260,1.8,7.24422751560335,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
151,93,1.6,9.082507000466299,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
152,176,2.0,9.239802082125802,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
153,170,1.6,8.779557455883728,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
154,151,1.6,9.116029692504942,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
155,95,1.4,9.205327830152639,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True
156,260,4.7,10.106428396532818,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
157,27,3.0,10.849337086651827,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
158,290,1.9,9.464982590349763,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
159,250,2.2,8.987196820661973,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
160,112,2.4,8.99961934066053,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
161,164,2.0,9.22029070282935,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
162,300,2.5,7.549609165154532,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
163,187,2.0,9.287301413112312,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
164,234,4.2,8.987196820661973,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
165,120,2.6,9.635608107380527,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
166,182,1.9,7.762170607138205,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
167,5,0.65,10.568440998725292,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
168,0,4.5,11.512915464920228,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
169,110,1.8,9.778491062361443,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
170,237,2.5,9.47262771040802,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
171,90,1.8,9.825526011066415,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
172,195,2.0,9.126958763037132,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
173,1,1.6,9.581903928408666,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
174,18,1.6,9.798127036878302,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
175,250,1.7,8.824677891164198,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
176,73,2.0,9.9281801651265,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
177,100,5.0,10.239959789157341,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
178,130,2.0,9.273315171137572,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
179,30,1.4,9.918376165029878,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
180,267,1.9,8.006367567650246,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
181,112,4.5,10.136581434703507,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
182,245,1.3,7.236339342754344,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
183,174,4.0,9.775654181026242,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
184,180,2.2,9.560997243589352,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
185,270,4.6,9.525151111816216,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
186,187,5.5,10.081633737919603,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
187,144,3.6,10.373491181781864,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
188,267,2.0,8.433594167539924,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
189,300,1.9,7.762170607138205,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
190,160,2.0,9.903437551286085,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
191,78,2.0,10.271596874100524,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
192,300,2.8,8.242756345714477,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
193,300,1.3,7.495541943884256,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
194,201,2.0,9.179881164491475,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
195,1,2.5,10.140226269364646,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
196,1,1.6,10.1226230824528,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
197,140,1.4,8.51699317141357,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
198,390,2.5,8.45531778769815,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
199,1,2.8,8.51699317141357,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
200,350,2.7,9.137662146478197,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
201,130,5.5,10.126631103850338,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
202,148,3.0,9.464982590349763,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
203,189,2.5,9.179881164491475,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
204,64,2.0,9.22029070282935,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
205,296,3.0,7.937374696163295,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
206,350,2.9,9.51044496442652,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
207,125,1.8,9.093806555720231,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
208,0,3.0,11.60822655382414,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
209,180,3.2,9.350102314351341,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
210,82,3.0,10.515966830028619,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
211,150,4.0,10.410305154904579,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
212,253,2.5,9.230142999272362,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
213,0,1.6,9.74090979777877,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
214,179,3.0,9.287301413112312,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
215,99,2.99,10.477287975463508,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
216,156,1.6,9.20029003612268,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True
217,91,1.5,8.974618038455112,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
218,216,2.2,9.539644119118783,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
219,102,1.8,9.903487552536127,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
220,38,2.2,10.257659366256743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
221,178,1.6,8.881836305004146,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
222,200,2.0,9.104979856318357,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
223,115,3.0,10.505067539570582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
224,41,1.0,8.987196820661973,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True
225,11,1.8,10.668955394675699,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
226,48,1.4,9.525151111816216,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
227,165,1.8,8.97449144816442,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
228,180,2.0,9.546741177474825,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
229,176,1.6,9.259130536145614,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
230,160,2.0,9.94270826568941,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
231,176,3.2,10.373491181781864,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
232,220,5.0,9.581903928408666,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
233,20,1.6,9.735068900911164,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
234,172,2.2,9.517825071724143,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
235,273,2.5,7.8632667240095735,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
236,237,3.0,9.392661928770137,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
237,106,1.6,9.84161214881804,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
238,85,3.0,10.477287975463508,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
239,71,5.5,10.305613759378778,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
240,110,1.5,8.817297783866575,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
241,117,3.0,10.460242108190519,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
242,177,1.9,8.948975607841776,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
243,220,1.5,9.132378830506472,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
244,84,1.5,9.035986984831405,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
245,93,1.6,9.371608519572305,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
246,368,2.2,8.66561319653451,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
247,180,3.0,8.68270762989381,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
248,87,3.0,10.714395546283317,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
249,170,1.6,9.259130536145614,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
250,190,3.0,9.792555991828847,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
251,190,3.0,9.21024036697585,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
252,190,2.5,9.21024036697585,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
253,2,3.0,11.018629143155449,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
254,130,5.7,10.553205175168737,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
255,30,1.6,9.78131991856192,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
256,50,2.0,10.92512880001811,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
257,280,3.0,9.798127036878302,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
258,125,1.5,8.935903526274423,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
259,68,1.5,8.83927669058535,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
260,0,1.5,9.657273665778108,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
261,195,2.0,9.263881138904212,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
262,190,1.9,9.433483923290392,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
263,157,3.0,9.472704636443673,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
264,285,4.4,8.909235279192261,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
265,100,1.5,9.159047077588632,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
266,197,4.2,9.84161214881804,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
267,176,3.0,8.987196820661973,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
268,250,1.9,9.071078304642676,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
269,300,3.2,9.21024036697585,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
270,175,2.0,9.723163998404846,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
271,90,1.6,9.539644119118783,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
272,145,2.0,9.836278802842678,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
273,152,1.6,8.732304571033183,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
274,22,1.9,8.1886891244442,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
275,98,1.4,8.922658299524402,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
276,200,1.9,7.7406644019172415,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
277,133,2.5,9.735068900911164,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
278,116,2.4,9.510370887608827,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
279,180,1.5,8.648221453822641,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
280,140,3.8,9.792555991828847,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
281,170,1.9,9.539644119118783,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
282,167,2.5,8.980927207648378,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
283,250,2.0,9.179881164491475,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
284,240,1.8,8.922658299524402,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
285,117,4.2,9.903437551286085,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
286,230,2.0,9.116029692504942,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
287,73,1.4,9.495519314209846,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True
288,22,1.2,9.95227771670556,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
289,360,1.8,8.794824928014517,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
290,226,3.0,8.935903526274423,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
291,258,1.7,8.160518247477505,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
292,3,1.8,8.160518247477505,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
293,167,2.2,9.792555991828847,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
294,286,1.9,7.575584651557793,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
295,90,1.4,8.98594603876032,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
296,320,1.9,8.779557455883728,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
